team,fg_pct,opp_fg_pct,three_pt_pct,opp_three_pt_pct,ft_pct,rebounds,opp_rebounds,assists,steals,opp_steals,trnovrs_commited,pts,opp_pts,opp_fouls,prev_season,playoffs
Sacramento Kings,0.464,0.462,0.359,0.366,0.725,44,44.7,24.4,8.9,8.8,16.1,106,108.4,21.8,0,0
San Antonio Spurs*,0.484,0.436,0.375,0.331,0.803,46.8,43.2,26.1,8.8,7.7,13.9,110.3,99,20.7,1,1
Toronto Raptors*,0.451,0.444,0.37,0.373,0.777,46.5,43.7,20.1,8.3,7,14,110,105.2,23.5,1,1
Utah Jazz,0.449,0.446,0.355,0.357,0.744,46.9,43.4,20.6,8.3,8.6,16.2,105.9,103.9,21.5,0,0
Washington Wizards,0.46,0.462,0.358,0.371,0.73,42.3,44.8,24.7,8.7,8.2,14.6,105.3,105.8,20.4,1,0
Atlanta Hawks*,0.451,0.444,0.341,0.357,0.728,45.1,44.6,24,8.3,9.1,16,104.9,105.7,21.9,1,1
Boston Celtics*,0.454,0.45,0.359,0.332,0.807,43.2,45.8,26,7.7,7.8,13.7,111.2,108.4,20.9,1,1
Brooklyn Nets,0.444,0.458,0.338,0.366,0.788,43.2,46.4,21.1,7.1,9.4,16.3,104.1,110.7,20,0,0
Charlotte Hornets,0.442,0.456,0.351,0.369,0.815,45.2,46.1,23.9,7.2,6.8,11.9,108.8,108.6,20.6,1,0
Chicago Bulls*,0.444,0.456,0.34,0.345,0.798,48.3,45.1,23.6,8.2,7.7,14.2,107.4,107,19.6,0,1
Cleveland Cavaliers*,0.47,0.458,0.384,0.361,0.748,45,45.5,23.3,6.8,7.5,14.1,113.6,110.3,21.2,1,1
Dallas Mavericks,0.44,0.469,0.355,0.38,0.801,41.6,48,22.4,8.1,7,12.8,105.6,108.8,20.9,1,0
Denver Nuggets,0.469,0.477,0.368,0.375,0.774,47,41.4,25.7,7,8.4,15.2,113.2,112.7,20.4,0,0
Detroit Pistons,0.449,0.46,0.33,0.366,0.719,47.8,44.9,22.1,7.3,7,12.4,106,107.1,18.3,1,0
Golden State Warriors*,0.495,0.435,0.383,0.324,0.788,44.3,43.4,30.3,9.5,8.6,14.7,115.6,104,19.3,1,1
Houston Rockets*,0.462,0.463,0.357,0.343,0.766,44.1,43.8,25.1,8.1,8.5,15,114.7,109,20.3,1,1
Indiana Pacers*,0.465,0.451,0.376,0.355,0.81,43.4,45.7,23.2,8.4,8.3,14.2,108.6,108.8,20.2,1,1
Los Angeles Clippers*,0.475,0.452,0.375,0.35,0.745,44.6,44.7,23.4,7.7,7.3,13.4,112.7,108.2,23.2,1,1
Los Angeles Lakers,0.45,0.483,0.346,0.37,0.754,44.1,45.1,21.2,8.3,8.6,15.4,106,113,18.8,0,0
Memphis Grizzlies*,0.435,0.443,0.354,0.354,0.784,45.8,45.1,22.8,8.5,7.5,13.8,107.7,107.1,22.3,1,1
Miami Heat,0.455,0.45,0.365,0.343,0.706,45.6,45.5,22.2,7.5,7.1,14,107.8,106.7,19.5,1,0
Milwaukee Bucks*,0.474,0.458,0.37,0.353,0.768,42.5,44.7,25.5,8.6,7.8,14.7,109.1,109.3,20.3,0,1
Minnesota Timberwolves,0.467,0.475,0.349,0.366,0.799,44.5,42.4,24.8,8.4,8.1,14.7,110.8,112,21.5,0,0
New Orleans Pelicans,0.45,0.45,0.35,0.353,0.75,44.1,48.7,23,7.8,7.4,13,105.2,107.4,19.4,0,0
New York Knicks,0.447,0.455,0.348,0.348,0.788,46.7,46.2,22.5,7.3,7.7,14.3,107.7,111.5,19.1,0,0
Oklahoma City Thunder*,0.452,0.459,0.327,0.356,0.745,47.4,41.3,21.3,8,8.6,15.2,108.3,107.5,21,1,1
Orlando Magic,0.44,0.467,0.328,0.367,0.747,44.3,46.7,22.8,7.3,7.8,13.7,103.7,110.5,19.2,0,0
Philadelphia 76ers,0.442,0.461,0.34,0.357,0.771,43.2,45.3,23.9,8.5,8.6,16.8,103.2,108.9,19.8,0,0
Phoenix Suns,0.45,0.467,0.332,0.382,0.776,44.5,43.6,19.4,8.1,8,15.3,106.6,112.2,22,0,0
Portland Trail Blazers*,0.459,0.455,0.375,0.37,0.78,44.6,44.9,21.6,7.2,7.9,14,110.3,110.8,20.2,1,1
Sacramento Kings,0.461,0.462,0.376,0.364,0.775,42.8,44.7,23.5,8,8.8,15.3,107.3,111.3,20.9,0,0
San Antonio Spurs*,0.469,0.443,0.391,0.344,0.797,46.3,43.7,25.1,8.4,7.9,14.2,111.1,103.5,20.9,1,1
Toronto Raptors*,0.464,0.449,0.363,0.354,0.796,45.4,44.2,19.4,8.7,7,13.3,112.3,107.8,21.3,1,1
Utah Jazz*,0.466,0.443,0.372,0.358,0.747,47,43.7,21.9,7.3,7.9,14.8,109.6,105.3,22,0,1
Washington Wizards*,0.475,0.466,0.372,0.364,0.784,43.6,43.8,24.3,8.6,7.5,14.4,111.2,109.3,20.1,0,1
Atlanta Hawks,0.446,0.469,0.36,0.377,0.785,42.6,44.9,24.1,7.9,8.8,15.8,105,110.6,20.6,1,0
Boston Celtics*,0.45,0.44,0.377,0.339,0.771,46,45.4,23.2,7.6,7.5,14.5,107.6,103.9,19.8,1,1
Brooklyn Nets,0.441,0.466,0.356,0.369,0.772,44.6,46.9,23.7,6.3,7.7,15.2,106.9,110.6,19.7,0,0
Charlotte Hornets,0.45,0.468,0.369,0.375,0.747,46,44.2,21.8,6.9,6.7,12.8,109.4,109.1,22.7,0,0
Chicago Bulls,0.435,0.472,0.355,0.37,0.759,45,46,23.6,7.7,7.2,14.1,103.8,110.9,17.5,1,0
Cleveland Cavaliers*,0.476,0.474,0.372,0.368,0.779,42.9,44.4,23.8,7.2,7.6,14,112.9,111.9,21.1,1,1
Dallas Mavericks,0.444,0.469,0.36,0.363,0.763,42.9,47.5,23.5,7.3,7.5,12.8,106.3,109.5,20.3,0,0
Denver Nuggets,0.47,0.476,0.371,0.378,0.767,45.5,42.6,25.7,7.8,8.2,15.3,112.5,111,21.2,0,0
Detroit Pistons,0.45,0.459,0.373,0.359,0.745,45.2,45.2,23.5,7.9,7.5,13.9,107.2,107.3,19,0,0
Golden State Warriors*,0.503,0.447,0.391,0.357,0.815,43.6,42.6,29.3,8,8.8,15.5,113.6,107.6,18.5,1,1
Houston Rockets*,0.46,0.462,0.362,0.351,0.781,44.4,42.9,22,8.7,7.6,14.1,114.7,106.1,20.8,1,1
Indiana Pacers*,0.472,0.465,0.369,0.349,0.779,43.9,44.6,23,9.1,7.3,13.8,109.5,108.1,19.2,1,1
Los Angeles Clippers,0.471,0.458,0.354,0.356,0.743,44.4,44.1,22.6,7.7,8.6,14.9,110.3,110.2,22.2,1,0
Los Angeles Lakers,0.461,0.456,0.345,0.346,0.714,45.7,44.2,23.4,7.6,8.2,15.6,106.5,108,20.2,0,0
Memphis Grizzlies,0.444,0.462,0.352,0.368,0.786,42.6,44.7,22.7,7.9,8.5,15.7,104.5,111,21.5,1,0
Miami Heat*,0.455,0.45,0.36,0.36,0.755,44.9,44.5,23.5,7.8,7.8,14.9,106.8,106.3,20,0,1
Milwaukee Bucks*,0.478,0.468,0.355,0.372,0.783,41.1,44,24,9.1,7.4,14.3,109.8,110.1,20.5,1,1
Minnesota Timberwolves*,0.476,0.475,0.357,0.366,0.804,43.4,43.3,23.5,8.7,6.7,12.9,113.4,111.1,21.6,0,1
New Orleans Pelicans*,0.483,0.454,0.362,0.355,0.772,43.5,44.6,26.3,7.9,8,14.6,109.6,108.3,20,0,1
New York Knicks,0.464,0.457,0.352,0.368,0.787,45.1,44.2,23.9,6.9,8.4,15.1,107.1,110.7,18.9,0,0
Oklahoma City Thunder*,0.453,0.458,0.354,0.367,0.716,46.2,43.3,21.9,9.3,7.9,14.4,110.7,107.2,21.9,1,1
Orlando Magic,0.452,0.468,0.351,0.362,0.757,42.4,46.6,23.8,7.7,7.9,14.8,105.2,110.1,19.3,0,0
Philadelphia 76ers*,0.472,0.434,0.369,0.342,0.752,47.3,42.1,27,8.3,8.5,16.4,109.5,105,20.3,0,1
Phoenix Suns,0.442,0.471,0.334,0.373,0.741,43.9,45.7,21.2,6.9,8.6,15.7,103.5,112.8,20.8,0,0
Portland Trail Blazers*,0.452,0.447,0.366,0.364,0.8,46.9,44.3,20.1,7.2,7.6,14,109.1,106.4,19.7,1,1
Sacramento Kings,0.45,0.47,0.375,0.377,0.735,42.9,45.9,22.6,8.2,8.1,14.4,103.7,111.1,18.2,0,0
San Antonio Spurs*,0.457,0.453,0.352,0.348,0.772,46.4,44.6,23.9,8,8,13.8,107.9,104.8,20.7,1,1
Toronto Raptors*,0.472,0.449,0.358,0.357,0.794,44.8,43.2,24.8,7.8,7.3,13.6,113.8,105.9,20.3,1,1
Utah Jazz*,0.462,0.449,0.366,0.365,0.779,45,43.3,23.3,9,8.6,15.3,108.4,103.9,21.4,1,1
Washington Wizards*,0.467,0.462,0.375,0.349,0.772,44.2,43.6,25.8,8.1,8,15,109.3,108.7,20.5,1,1
Atlanta Hawks,0.451,0.473,0.352,0.359,0.752,44,43.9,24.6,7.9,9.4,16.3,108.1,113.9,21.1,0,0
Boston Celtics*,0.465,0.448,0.365,0.344,0.802,44.5,45.8,26.2,8.6,6.8,12.8,112.2,107.8,19.5,1,1
Brooklyn Nets*,0.449,0.456,0.353,0.341,0.745,45.5,45.2,23.3,6.4,7.6,14.7,109.6,109.7,21.5,0,1
Charlotte Hornets,0.448,0.47,0.351,0.361,0.797,44,46.1,23.4,7.2,6.9,12.3,111.4,112.5,20.7,0,0
Chicago Bulls,0.453,0.473,0.351,0.365,0.783,42.8,46.4,21.9,7.3,7.3,14.1,104.8,113.2,18.7,0,0
Cleveland Cavaliers,0.444,0.495,0.355,0.38,0.792,44,45.5,21.3,6.7,7.1,13.9,107.7,117.6,20,1,0
Dallas Mavericks,0.447,0.459,0.34,0.344,0.742,45.6,45.1,23.5,6.5,7.9,14.3,109.4,110.7,23.4,0,0
Denver Nuggets*,0.466,0.458,0.351,0.339,0.755,47.3,43.4,27.9,7.9,7.6,13.7,113,108.9,20.8,0,1
Detroit Pistons*,0.44,0.469,0.348,0.345,0.747,45.8,44.5,22.9,7.1,7,14.1,109,109.2,21.7,0,1
Golden State Warriors*,0.491,0.444,0.385,0.347,0.801,45.5,43.7,29,7.5,7.6,14,115.9,109.5,19.2,1,1
Houston Rockets*,0.449,0.466,0.356,0.34,0.791,42.7,46.1,21.5,8.7,7.5,13.5,115.5,110.7,20.3,1,1
Indiana Pacers*,0.475,0.45,0.374,0.354,0.752,43.8,44.4,26.4,8.8,7.5,13.9,109.9,106.5,20.4,1,1
Los Angeles Clippers*,0.471,0.457,0.388,0.343,0.792,44.4,44.6,23.4,6.7,8.1,14.2,112.4,111.5,23.4,0,1
Los Angeles Lakers,0.47,0.452,0.333,0.349,0.699,44.9,45.2,24.7,7.3,8,15.1,107.8,109.5,20.1,0,0
Memphis Grizzlies,0.45,0.451,0.342,0.36,0.772,42.8,45.8,24.5,8.5,7.8,14.3,106.1,108.8,22,0,0
Miami Heat,0.45,0.441,0.349,0.358,0.695,47.1,44.9,24.7,7.8,7.6,15,107.3,107.6,20.5,1,0
Milwaukee Bucks*,0.476,0.433,0.353,0.361,0.773,47.9,43.6,25.1,7.2,6.5,13.4,113.8,105.2,19.4,1,1
Minnesota Timberwolves,0.456,0.467,0.351,0.378,0.787,44.4,45.2,24.4,8.3,6.5,13,111.4,112.9,21.7,1,0
New Orleans Pelicans,0.473,0.466,0.344,0.364,0.761,45.6,44.1,26.1,7.2,8.3,14.3,111.4,112.6,20.3,1,0
New York Knicks,0.433,0.467,0.34,0.363,0.759,44.7,47.5,20.1,6.8,7.4,14,104.5,113.7,20.8,0,0
Oklahoma City Thunder*,0.454,0.46,0.348,0.356,0.713,46.3,44,22.5,9,7.9,13.5,110.3,107,21.7,1,1
Orlando Magic*,0.454,0.456,0.356,0.347,0.782,46.1,45.3,25.9,6.7,7.1,13.4,108.9,108.1,19,0,1
Philadelphia 76ers*,0.471,0.455,0.359,0.342,0.771,46.7,42.5,26.3,7.2,7.6,14.6,112.6,110,21.7,1,1
Phoenix Suns,0.459,0.482,0.329,0.372,0.779,39.8,46.5,23.5,8.8,8.9,15.4,105.9,115.1,20.3,0,0
Portland Trail Blazers*,0.467,0.457,0.359,0.359,0.814,48,42.8,23,6.7,7.4,13.8,114.7,110.5,20.7,1,1
Sacramento Kings,0.464,0.466,0.378,0.348,0.726,43.9,46.4,24.6,8,7.3,12.9,110.4,111.5,20.7,0,0
San Antonio Spurs*,0.478,0.463,0.392,0.359,0.819,45.2,44.4,24.8,6.2,7.3,12.2,112.9,111.2,19.9,1,1
Toronto Raptors*,0.474,0.449,0.366,0.345,0.804,44.7,44.3,25.1,8.2,7.5,13.9,113.1,107.1,20.3,1,1
Utah Jazz*,0.468,0.452,0.356,0.355,0.736,46,42.3,25.8,8,8.4,15,110.9,105.7,22.2,1,1
Washington Wizards,0.468,0.48,0.341,0.37,0.768,41.3,46,25.6,8.1,7.5,13.7,111.1,113.9,20.7,1,0
Atlanta Hawks,0.449,0.478,0.333,0.363,0.79,41.5,45.1,23,7.5,8.6,15.5,107.2,114.8,20.1,0,0
Boston Celtics*,0.461,0.441,0.364,0.34,0.801,45.9,44.2,22.9,8.2,7.1,13.8,113.3,107,20.6,1,1
Brooklyn Nets*,0.448,0.446,0.343,0.35,0.745,46.7,44.8,23.8,6.3,7.5,14.9,108.9,109.5,20.6,1,1
Charlotte Hornets,0.434,0.476,0.352,0.352,0.748,44.2,47.5,24.6,6.8,8.3,15.1,106.3,113.3,21.3,0,0
Chicago Bulls,0.447,0.479,0.348,0.353,0.755,41.8,45.5,23.2,10,8.1,15.4,106.7,109.8,19.1,0,0
Cleveland Cavaliers,0.458,0.491,0.351,0.375,0.758,44.5,43.1,23.2,6.9,9.5,16.6,107.5,115.4,19.8,0,0
Dallas Mavericks*,0.461,0.458,0.367,0.351,0.779,46.8,45.3,24.6,6.1,7,12.7,116.7,111.7,21.3,0,1
Denver Nuggets*,0.473,0.463,0.359,0.358,0.777,44.9,43.4,27.2,8.2,7.3,14,113.1,111,20.8,1,1
Detroit Pistons,0.459,0.48,0.367,0.361,0.743,42.4,44.2,24.5,7.5,8.4,15.5,109,112.7,20.1,1,0
Golden State Warriors,0.438,0.476,0.334,0.389,0.803,42.4,46,25.3,8.1,8.2,14.7,105.2,113.8,19.9,1,0
Houston Rockets*,0.451,0.462,0.345,0.349,0.791,42.4,45.9,20.7,8.3,7.7,14.1,112.9,110.1,20.2,1,1
Indiana Pacers*,0.476,0.446,0.363,0.341,0.787,43,45.5,26,7.5,6.9,13.3,110,108,18.9,1,1
Los Angeles Clippers*,0.466,0.438,0.371,0.345,0.791,46.7,44.4,23.2,6.9,7.3,14.3,113.9,107.6,22.4,1,1
Los Angeles Lakers*,0.48,0.448,0.349,0.349,0.729,45.2,41.7,25.1,8.5,8.1,15,112,106.3,21.5,0,1
Memphis Grizzlies,0.468,0.45,0.347,0.365,0.763,45.1,43.5,26.1,7.7,7.8,14.8,109.2,110.3,19.6,0,0
Miami Heat*,0.468,0.448,0.379,0.347,0.783,44.5,42.7,26,7.5,7.5,15,112.5,109.5,21.8,0,1
Milwaukee Bucks*,0.476,0.414,0.355,0.355,0.742,49,43.4,24.5,6.8,7,14.3,112.4,102.9,20.6,1,1
Minnesota Timberwolves,0.441,0.477,0.336,0.363,0.753,42.8,45.2,22.7,8.3,7.4,14.6,108.1,112.2,20.6,0,0
New Orleans Pelicans,0.465,0.465,0.37,0.361,0.729,44.4,42.8,25.6,7.2,8.2,15.7,110.7,111.9,20.2,0,0
New York Knicks,0.447,0.463,0.337,0.381,0.694,46.8,44.5,22.2,7.7,7.2,14.4,106.5,113,19.9,0,0
Oklahoma City Thunder*,0.468,0.455,0.355,0.34,0.796,43,45,21.8,7.7,7,13.7,110.8,108.8,22.9,1,1
Orlando Magic*,0.444,0.465,0.343,0.364,0.774,45,45.4,24.2,8.3,7.1,13,108.5,109.5,19.7,1,1
Philadelphia 76ers*,0.468,0.463,0.368,0.353,0.755,45.7,42.1,26,8.1,7,14.3,111.3,109,20.6,1,1
Phoenix Suns,0.468,0.472,0.358,0.363,0.834,42.8,42.6,26.7,7.5,7.8,14.5,111.7,111.4,22.3,0,0
Portland Trail Blazers*,0.463,0.456,0.377,0.383,0.804,44.8,46.3,20.4,6.2,6.7,12.6,113.7,114.8,19.9,1,1
Sacramento Kings,0.462,0.471,0.364,0.357,0.77,42.6,43.6,23.8,7.7,7.7,14.5,110.2,112.2,19.5,0,0
San Antonio Spurs,0.472,0.469,0.376,0.373,0.81,44,44.6,24.3,7.2,6.7,12.4,112.4,113.5,19.8,1,0
Toronto Raptors*,0.458,0.428,0.374,0.337,0.796,44.7,45.4,24.9,8.7,7.1,14.6,111.1,105,20.1,1,1
Utah Jazz*,0.471,0.457,0.38,0.353,0.779,45.3,43.1,22.6,6.1,7.9,15.3,112.3,109.9,21,1,1
Washington Wizards,0.457,0.488,0.368,0.376,0.788,40.8,44.8,24.3,7.7,7.3,13.7,110.9,115.5,21.6,0,0
Atlanta Hawks*,0.468,0.463,0.373,0.349,0.812,46.4,43.4,24.5,7.1,7.9,13.5,115.7,113.3,20.1,0,1
Boston Celtics*,0.466,0.464,0.374,0.374,0.775,44.8,43,23.7,7.8,7.5,14.2,114,112.5,19.5,1,1
Brooklyn Nets*,0.494,0.459,0.392,0.365,0.804,44.3,43,26.7,6.7,7.6,13.5,118.3,113.8,18.9,1,1
Charlotte Hornets,0.455,0.468,0.369,0.366,0.761,44.3,45.8,27.2,7.9,8.2,15,110.9,112.8,18.9,0,0
Chicago Bulls,0.476,0.473,0.37,0.356,0.791,45.1,42.3,26.9,6.7,8.6,15.2,111.1,112,17.8,0,0
Cleveland Cavaliers,0.45,0.484,0.336,0.383,0.743,43.5,44.6,24.3,7.9,8.7,15.8,105.8,114.4,20.5,0,0
Dallas Mavericks*,0.47,0.46,0.362,0.365,0.778,44.5,45.1,23.5,6.4,7.5,12.4,115.4,113,20.6,1,1
Denver Nuggets*,0.485,0.469,0.377,0.363,0.803,45.2,41.9,27.3,8.2,7.6,13.7,117.1,112.1,19.5,1,1
Detroit Pistons,0.452,0.476,0.351,0.362,0.759,43.3,44.9,24.5,7.5,8.1,15.1,108,112.5,20.7,0,0
Golden State Warriors,0.468,0.452,0.376,0.359,0.785,42,46.2,27,8,7.7,14.7,111.1,110.1,19.1,0,0
Houston Rockets,0.444,0.48,0.339,0.382,0.74,41.9,46.8,23.2,7.5,8.4,14.5,107.1,114.9,19,1,0
Indiana Pacers,0.474,0.468,0.364,0.366,0.792,41.6,45.6,26.7,8.3,7.2,13.2,112.4,112.4,17.7,1,0
Los Angeles Clippers*,0.482,0.464,0.411,0.356,0.839,45.5,42.5,25.2,7.3,7.3,13.6,117.6,111.2,18.7,1,1
Los Angeles Lakers*,0.472,0.46,0.354,0.352,0.739,44.4,42.2,24.7,7.8,8.3,15.3,109.9,107.1,21.3,1,1
Memphis Grizzlies*,0.467,0.462,0.356,0.367,0.771,46,44.2,26.6,9,7.6,13.1,112,111,18.1,0,1
Miami Heat*,0.468,0.459,0.358,0.365,0.79,42.7,44.1,27.1,8.1,7.7,14.5,111.2,111.2,20.2,1,1
Milwaukee Bucks*,0.487,0.456,0.389,0.384,0.76,46.9,42.4,24.9,7.9,6.9,13.5,117.2,111.4,17.9,1,1
Minnesota Timberwolves,0.448,0.482,0.349,0.392,0.761,42.5,44.7,25,8.6,7.5,13.9,109.5,115,19.4,0,0
New Orleans Pelicans,0.477,0.469,0.348,0.38,0.729,47,41.4,25.8,7.5,7.6,14.5,113.5,113.8,21.1,0,0
New York Knicks*,0.456,0.44,0.392,0.337,0.784,46.6,45.5,22.1,7.3,6.8,13.4,110.6,108.2,18.5,0,1
Oklahoma City Thunder,0.441,0.473,0.339,0.364,0.725,45,46.5,21.7,6.9,8.9,15.9,103.5,114,18.3,1,0
Orlando Magic,0.429,0.471,0.343,0.373,0.775,45.9,47.9,22.1,7,7.7,13,105.1,114.5,18.9,1,0
Philadelphia 76ers*,0.476,0.453,0.374,0.36,0.767,44.9,42.7,23.6,9.1,7.2,14.4,113.2,107.6,20.9,1,1
Phoenix Suns*,0.49,0.467,0.378,0.354,0.834,43.7,43.4,27.4,7.3,7,12.7,117.2,111.3,18.3,0,1
Portland Trail Blazers*,0.453,0.473,0.385,0.372,0.823,45.2,46.1,21.6,7,6.2,11.3,117.8,116,19.4,1,1
Sacramento Kings,0.481,0.488,0.364,0.38,0.745,41.3,45.2,25.5,7.5,7.6,13.4,113.6,117.2,18.7,0,0
San Antonio Spurs,0.462,0.472,0.35,0.377,0.792,43.8,47.4,24.4,7,6.3,11.4,111,112.8,18.6,0,0
Toronto Raptors,0.448,0.461,0.368,0.379,0.815,41.9,46.2,24.3,8.6,6.7,13.3,112,112.5,19.6,1,0
Utah Jazz*,0.468,0.447,0.389,0.341,0.799,48.8,43.1,23.9,6.7,7.8,14.4,117.6,108.3,19.2,1,1
Washington Wizards*,0.475,0.471,0.351,0.369,0.769,43.1,43.9,24.3,7,7.8,13.7,111.2,113,21,0,1
Atlanta Hawks*,0.47,0.471,0.374,0.364,0.812,45,44.8,25.2,7.3,7.2,12.1,116.5,114.9,20.8,1,1
Boston Celtics*,0.466,0.434,0.356,0.339,0.816,47.2,44.7,25.4,7.4,7.7,14,114.4,106.9,19.9,1,1
Brooklyn Nets*,0.475,0.452,0.361,0.345,0.805,44.7,44.4,25.4,7.1,8,14.1,113.6,112.8,19.8,1,1
Charlotte Hornets,0.468,0.466,0.365,0.362,0.74,44.1,46.5,27.8,8.5,7.4,13.1,114.1,113.7,19.4,0,0
Chicago Bulls*,0.48,0.474,0.369,0.366,0.813,42.9,43.8,24.2,7.2,7.2,13,113.2,113.6,18.4,0,1
Cleveland Cavaliers,0.469,0.452,0.355,0.353,0.76,45.9,44.5,26.1,7.3,8.7,14.9,111.9,109.7,20.7,0,0
Dallas Mavericks*,0.461,0.457,0.35,0.34,0.771,44.9,45.6,24.4,7,7.3,13.1,112.8,109.4,21,1,1
Denver Nuggets*,0.483,0.47,0.353,0.346,0.795,44.8,43,28.2,7.3,8,14.7,114.5,112.1,20.2,1,1
Detroit Pistons,0.431,0.473,0.326,0.362,0.782,43.5,46.8,23.7,7.8,7.5,14.3,106,113.8,20,0,0
Golden State Warriors*,0.469,0.438,0.364,0.339,0.769,46.1,43.2,27.5,8.9,8,15.1,112.5,106.9,18.2,0,1
Houston Rockets,0.456,0.483,0.349,0.353,0.713,41.5,45.1,23.3,7.2,9.3,16.3,108.4,116.7,21.8,0,0
Indiana Pacers,0.463,0.483,0.344,0.372,0.768,44.3,43.5,25.6,7.2,8.2,14.6,112.6,116.1,19.4,0,0
Los Angeles Clippers,0.458,0.45,0.374,0.345,0.793,44.7,47.9,24.4,7.5,7.8,13.9,110.1,110.1,18.8,1,0
Los Angeles Lakers,0.469,0.47,0.347,0.352,0.732,43.3,45.8,23.6,7.5,8.2,14.3,110.3,113.3,19.8,1,0
Memphis Grizzlies*,0.461,0.455,0.353,0.349,0.734,48.8,42.7,25.8,9.7,7.1,13.1,114.6,109,19.7,1,1
Miami Heat*,0.467,0.447,0.379,0.339,0.808,45.2,43,26.3,7.6,7.7,15,113.7,109.1,21.2,1,1
Milwaukee Bucks*,0.468,0.456,0.366,0.356,0.776,46.6,44,23.8,7.6,7.4,13.4,115.1,111.8,19.6,1,1
Minnesota Timberwolves*,0.457,0.46,0.358,0.35,0.778,43.5,45.2,25.3,8.7,7.1,14.1,114.3,111.7,20.6,0,1
New Orleans Pelicans*,0.457,0.471,0.332,0.365,0.789,46.3,42.8,25.6,8.5,7.6,14.4,112,113,21,0,1
New York Knicks,0.437,0.447,0.357,0.342,0.744,47.8,45.3,22.7,7.2,7.2,13.7,110.4,110.5,21.1,1,0
Oklahoma City Thunder,0.43,0.458,0.323,0.353,0.756,46,48.8,22.4,7.6,8.5,14.1,104.6,112.8,18,0,0
Orlando Magic,0.434,0.458,0.331,0.363,0.787,44.4,47.3,23.8,6.8,8,14.5,104.5,112.5,18.4,0,0
Philadelphia 76ers*,0.466,0.458,0.364,0.346,0.821,43.7,45.6,24.5,8,6.8,12.9,113.5,110.8,20.1,1,1
Phoenix Suns*,0.485,0.444,0.364,0.34,0.797,45.3,44.5,27.4,8.6,7.5,12.9,114.8,107.3,18.9,1,1
Portland Trail Blazers,0.442,0.479,0.346,0.371,0.76,43.5,45.4,23.3,8.1,8.3,14.7,107.8,116.9,19.7,1,0
Sacramento Kings,0.46,0.479,0.344,0.372,0.768,42.8,45.6,23.6,7.1,8.1,14,109.9,115.3,20.2,0,0
San Antonio Spurs,0.467,0.466,0.352,0.36,0.754,45,46.5,27.7,7.6,7.3,12.6,112.4,112.3,18.8,0,0
Toronto Raptors*,0.445,0.462,0.349,0.354,0.759,46.8,45.5,22.8,9.3,6.9,12.9,112.9,110.5,19.7,0,1
Utah Jazz*,0.471,0.453,0.36,0.35,0.767,47.6,42.7,23,7.4,8,14.4,116.7,110.5,20.8,1,1
Washington Wizards,0.472,0.464,0.342,0.361,0.783,44.1,45.2,25.6,6.5,7.5,13.4,111.1,114.5,20.4,1,0
Atlanta Hawks*,0.483,0.486,0.352,0.356,0.818,43.7,43.4,24.6,7,7.4,12.7,116.6,116.3,19.4,1,1
Boston Celtics*,0.475,0.463,0.377,0.345,0.812,45.3,44,26.7,6.4,6.6,13.4,118,111.5,19.1,1,1
Brooklyn Nets*,0.487,0.463,0.378,0.367,0.8,41.1,45.8,25.9,7.2,7.1,13.9,115,114.1,18.8,1,1
Charlotte Hornets,0.457,0.477,0.33,0.357,0.749,43.8,45.5,24.7,7.6,6.9,14,109.2,115.3,20,0,0
Chicago Bulls*,0.49,0.468,0.361,0.357,0.809,42.5,43.5,24.5,7.9,6.7,13.4,113.5,112.2,18.8,1,1
Cleveland Cavaliers*,0.488,0.468,0.367,0.368,0.78,42.5,42.7,25.8,7.4,7.3,13.8,116.1,110.6,21.1,0,1
Dallas Mavericks,0.475,0.485,0.371,0.352,0.755,39.7,45.7,23.4,6.4,6.5,12.5,116.8,116.7,22.3,1,0
Denver Nuggets*,0.504,0.478,0.379,0.344,0.751,43.7,41.5,29.3,7.7,8,14.8,117.6,114.2,19.8,1,1
Detroit Pistons,0.454,0.489,0.351,0.36,0.771,42.6,44.9,23.1,7,7.7,15.1,110.7,118.9,21,0,0
Golden State Warriors*,0.479,0.469,0.385,0.364,0.794,43.6,42.3,29.1,7,7.7,15.9,116.1,114.4,18,1,1
Houston Rockets,0.457,0.482,0.327,0.374,0.754,46.6,41.8,22.5,7.4,8.8,16.3,111.4,119.3,20.8,0,0
Indiana Pacers,0.469,0.485,0.367,0.373,0.79,40.9,44.6,26.6,7.6,7.8,14.7,114.6,117.7,19.9,0,0
Los Angeles Clippers*,0.477,0.474,0.381,0.365,0.781,43.8,43.7,24.2,7.2,7.9,14.4,115,114.5,19.8,0,1
Los Angeles Lakers*,0.482,0.469,0.346,0.344,0.775,44.7,43.8,24.7,6.3,7.4,13.8,114.5,113.9,21,0,1
Memphis Grizzlies*,0.475,0.453,0.351,0.355,0.733,45.9,43.7,25.6,8.2,6.7,13.4,115.1,111.2,19.7,1,1
Miami Heat*,0.46,0.482,0.344,0.367,0.831,41.9,43.2,24.6,8.2,7.2,13.9,113,113.3,20.7,1,1
Milwaukee Bucks*,0.473,0.456,0.368,0.354,0.743,48,43.6,25.5,6.3,7,14.4,115.4,111.9,18.7,1,1
Minnesota Timberwolves*,0.49,0.471,0.365,0.369,0.755,41.1,43.9,25.7,7.9,8.1,15.1,113.7,113.8,19.8,1,1
